Actual Traffic Volume,Predicted Traffic Volume,Actual Congestion Level,Predicted Congestion Level,Recommendation
2804.0,2769.6948,Medium,Medium,Expect moderate delays and allow extra travel time.
5405.0,5538.6343,High,High,Avoid peak hours or consider an alternative route.
6460.0,6232.635,High,High,Avoid peak hours or consider an alternative route.
6002.0,5813.6035,High,High,Avoid peak hours or consider an alternative route.
4995.0,5203.7886,High,High,Avoid peak hours or consider an alternative route.
4579.0,4815.466,High,High,Avoid peak hours or consider an alternative route.
5058.0,4978.119,High,High,Avoid peak hours or consider an alternative route.
5252.0,5181.8486,High,High,Avoid peak hours or consider an alternative route.
5338.0,5220.5933,High,High,Avoid peak hours or consider an alternative route.
5562.0,5530.8335,High,High,Avoid peak hours or consider an alternative route.
6040.0,5944.3086,High,High,Avoid peak hours or consider an alternative route.
6034.0,6101.425,High,High,Avoid peak hours or consider an alternative route.
5050.0,4854.7056,High,High,Avoid peak hours or consider an alternative route.
3656.0,3717.506,Medium,Medium,Expect moderate delays and allow extra travel time.
3373.0,3228.749,Medium,Medium,Expect moderate delays and allow extra travel time.
3584.0,3079.9624,Medium,Medium,Expect moderate delays and allow extra travel time.
3691.0,2760.1343,Medium,Medium,Expect moderate delays and allow extra travel time.
1484.0,1666.3992,Low,Low,Traffic conditions are favorable.
817.0,823.56586,Low,Low,Traffic conditions are favorable.
413.0,494.38745,Low,Low,Traffic conditions are favorable.
329.0,416.9938,Low,Low,Traffic conditions are favorable.
359.0,420.69376,Low,Low,Traffic conditions are favorable.
749.0,858.8399,Low,Low,Traffic conditions are favorable.
2367.0,2531.8652,Medium,Medium,Expect moderate delays and allow extra travel time.
4463.0,5338.6396,Medium,High,Avoid peak hours or consider an alternative route.
5449.0,6046.5215,High,High,Avoid peak hours or consider an alternative route.
5227.0,5744.2476,High,High,Avoid peak hours or consider an alternative route.
4892.0,4771.366,High,High,Avoid peak hours or consider an alternative route.
5350.0,4911.8325,High,High,Avoid peak hours or consider an alternative route.
5783.0,5160.0933,High,High,Avoid peak hours or consider an alternative route.
5589.0,5160.0933,High,High,Avoid peak hours or consider an alternative route.
5713.0,5457.0093,High,High,Avoid peak hours or consider an alternative route.
5936.0,5870.188,High,High,Avoid peak hours or consider an alternative route.
5936.0,5870.188,High,High,Avoid peak hours or consider an alternative route.
6137.0,6289.312,High,High,Avoid peak hours or consider an alternative route.
5289.0,5993.956,High,High,Avoid peak hours or consider an alternative route.
4573.0,4780.5845,Medium,High,Avoid peak hours or consider an alternative route.
3604.0,3519.953,Medium,Medium,Expect moderate delays and allow extra travel time.
3233.0,3245.394,Medium,Medium,Expect moderate delays and allow extra travel time.
3024.0,3145.1997,Medium,Medium,Expect moderate delays and allow extra travel time.
2358.0,2917.5566,Medium,Medium,Expect moderate delays and allow extra travel time.
1685.0,2049.1365,Low,Low,Traffic conditions are favorable.
963.0,1137.5353,Low,Low,Traffic conditions are favorable.
963.0,1274.6499,Low,Low,Traffic conditions are favorable.
580.0,737.51135,Low,Low,Traffic conditions are favorable.
580.0,708.111,Low,Low,Traffic conditions are favorable.
580.0,673.00134,Low,Low,Traffic conditions are favorable.
485.0,241.42299,Low,Low,Traffic conditions are favorable.
386.0,500.96918,Low,Low,Traffic conditions are favorable.
386.0,504.99652,Low,Low,Traffic conditions are favorable.
352.0,417.11328,Low,Low,Traffic conditions are favorable.
352.0,134.12158,Low,Low,Traffic conditions are favorable.
588.0,687.3276,Low,Low,Traffic conditions are favorable.
588.0,698.2822,Low,Low,Traffic conditions are favorable.
588.0,645.6938,Low,Low,Traffic conditions are favorable.
588.0,658.3365,Low,Low,Traffic conditions are favorable.
1045.0,1153.4048,Low,Low,Traffic conditions are favorable.
1045.0,1472.8527,Low,Low,Traffic conditions are favorable.
1045.0,1431.3411,Low,Low,Traffic conditions are favorable.
1556.0,2091.1423,Low,Low,Traffic conditions are favorable.
1556.0,2072.743,Low,Low,Traffic conditions are favorable.
2289.0,2784.0186,Medium,Medium,Expect moderate delays and allow extra travel time.
3092.0,3446.8298,Medium,Medium,Expect moderate delays and allow extra travel time.
3092.0,3446.8298,Medium,Medium,Expect moderate delays and allow extra travel time.
3629.0,4041.0059,Medium,Medium,Expect moderate delays and allow extra travel time.
4051.0,4493.5303,Medium,Medium,Expect moderate delays and allow extra travel time.
4348.0,4864.395,Medium,High,Avoid peak hours or consider an alternative route.
4337.0,4850.32,Medium,High,Avoid peak hours or consider an alternative route.
4548.0,4874.268,Medium,High,Avoid peak hours or consider an alternative route.
4222.0,4918.054,Medium,High,Avoid peak hours or consider an alternative route.
4155.0,4649.692,Medium,High,Avoid peak hours or consider an alternative route.
3993.0,4330.3574,Medium,Medium,Expect moderate delays and allow extra travel time.
3333.0,3588.673,Medium,Medium,Expect moderate delays and allow extra travel time.
2910.0,3246.7832,Medium,Medium,Expect moderate delays and allow extra travel time.
2761.0,3157.2295,Medium,Medium,Expect moderate delays and allow extra travel time.
2695.0,2959.0872,Medium,Medium,Expect moderate delays and allow extra travel time.
1771.0,2363.737,Low,Low,Traffic conditions are favorable.
1128.0,1415.7263,Low,Low,Traffic conditions are favorable.
652.0,873.86163,Low,Low,Traffic conditions are favorable.
520.0,624.1327,Low,Low,Traffic conditions are favorable.
313.0,518.5113,Low,Low,Traffic conditions are favorable.
249.0,396.64938,Low,Low,Traffic conditions are favorable.
426.0,505.464,Low,Low,Traffic conditions are favorable.
751.0,991.89215,Low,Low,Traffic conditions are favorable.
978.0,1419.0057,Low,Low,Traffic conditions are favorable.
1718.0,2242.4446,Low,Low,Traffic conditions are favorable.
2444.0,2920.8718,Medium,Medium,Expect moderate delays and allow extra travel time.
3306.0,3593.271,Medium,Medium,Expect moderate delays and allow extra travel time.
3641.0,3900.7935,Medium,Medium,Expect moderate delays and allow extra travel time.
3964.0,4290.868,Medium,Medium,Expect moderate delays and allow extra travel time.
4043.0,4285.764,Medium,Medium,Expect moderate delays and allow extra travel time.
3996.0,4290.696,Medium,Medium,Expect moderate delays and allow extra travel time.
4102.0,4548.716,Medium,Medium,Expect moderate delays and allow extra travel time.
4679.0,4368.8853,High,Medium,Expect moderate delays and allow extra travel time.
4569.0,4053.953,Medium,Medium,Expect moderate delays and allow extra travel time.
4424.0,3648.151,Medium,Medium,Expect moderate delays and allow extra travel time.
3892.0,3020.454,Medium,Medium,Expect moderate delays and allow extra travel time.
3320.0,2691.603,Medium,Medium,Expect moderate delays and allow extra travel time.
1682.0,2072.4397,Low,Low,Traffic conditions are favorable.
952.0,1387.9244,Low,Low,Traffic conditions are favorable.
543.0,686.5757,Low,Low,Traffic conditions are favorable.
311.0,464.1283,Low,Low,Traffic conditions are favorable.
246.0,401.51913,Low,Low,Traffic conditions are favorable.
352.0,415.69073,Low,Low,Traffic conditions are favorable.
807.0,874.44653,Low,Low,Traffic conditions are favorable.
2683.0,2624.6511,Medium,Medium,Expect moderate delays and allow extra travel time.
5147.0,5341.38,High,High,Avoid peak hours or consider an alternative route.
6148.0,5891.9995,High,High,Avoid peak hours or consider an alternative route.
5557.0,5481.119,High,High,Avoid peak hours or consider an alternative route.
4776.0,4837.3804,High,High,Avoid peak hours or consider an alternative route.
4509.0,4276.9443,Medium,Medium,Expect moderate delays and allow extra travel time.
4947.0,4767.032,High,High,Avoid peak hours or consider an alternative route.
4895.0,4602.6187,High,High,Avoid peak hours or consider an alternative route.
4750.0,4686.6543,High,High,Avoid peak hours or consider an alternative route.
4750.0,4720.8193,High,Medium,Expect moderate delays and allow extra travel time.
4750.0,4781.8647,High,High,Avoid peak hours or consider an alternative route.
4949.0,4776.955,High,High,Avoid peak hours or consider an alternative route.
4949.0,5194.9194,High,High,Avoid peak hours or consider an alternative route.
6000.0,5994.332,High,High,Avoid peak hours or consider an alternative route.
6000.0,5692.8003,High,High,Avoid peak hours or consider an alternative route.
5301.0,5381.104,High,High,Avoid peak hours or consider an alternative route.
5301.0,5483.3975,High,High,Avoid peak hours or consider an alternative route.
3893.0,4170.179,Medium,Medium,Expect moderate delays and allow extra travel time.
2521.0,2896.5461,Medium,Medium,Expect moderate delays and allow extra travel time.
2159.0,2034.6129,Low,Medium,Expect moderate delays and allow extra travel time.
2159.0,2426.2703,Low,Medium,Expect moderate delays and allow extra travel time.
2702.0,1774.1014,Medium,Medium,Expect moderate delays and allow extra travel time.
2702.0,2168.781,Medium,Medium,Expect moderate delays and allow extra travel time.
2359.0,1500.5759,Medium,Low,Traffic conditions are favorable.
2359.0,1653.7345,Medium,Low,Traffic conditions are favorable.
1040.0,1015.23676,Low,Low,Traffic conditions are favorable.
552.0,582.7878,Low,Low,Traffic conditions are favorable.
346.0,345.99545,Low,Low,Traffic conditions are favorable.
329.0,295.79013,Low,Low,Traffic conditions are favorable.
836.0,777.9006,Low,Low,Traffic conditions are favorable.
836.0,843.53394,Low,Low,Traffic conditions are favorable.
2555.0,2671.4158,Medium,Medium,Expect moderate delays and allow extra travel time.
2555.0,2667.7505,Medium,Medium,Expect moderate delays and allow extra travel time.
4311.0,5382.628,Medium,High,Avoid peak hours or consider an alternative route.
4311.0,5398.713,Medium,High,Avoid peak hours or consider an alternative route.
4096.0,5905.0386,Medium,High,Avoid peak hours or consider an alternative route.
4096.0,5944.3936,Medium,High,Avoid peak hours or consider an alternative route.
4790.0,5549.2734,High,High,Avoid peak hours or consider an alternative route.
4790.0,5549.2734,High,High,Avoid peak hours or consider an alternative route.
3893.0,4945.5366,Medium,High,Avoid peak hours or consider an alternative route.
3893.0,5128.955,Medium,High,Avoid peak hours or consider an alternative route.
3403.0,4480.6997,Medium,Medium,Expect moderate delays and allow extra travel time.
3403.0,4474.6763,Medium,Medium,Expect moderate delays and allow extra travel time.
3587.0,4611.871,Medium,High,Avoid peak hours or consider an alternative route.
3587.0,4584.056,Medium,Medium,Expect moderate delays and allow extra travel time.
3822.0,4774.199,Medium,High,Avoid peak hours or consider an alternative route.
3822.0,4710.1553,Medium,High,Avoid peak hours or consider an alternative route.
3822.0,4792.006,Medium,High,Avoid peak hours or consider an alternative route.
3917.0,4629.0347,Medium,High,Avoid peak hours or consider an alternative route.
3917.0,4721.322,Medium,High,Avoid peak hours or consider an alternative route.
3917.0,4594.8984,Medium,High,Avoid peak hours or consider an alternative route.
4058.0,4872.6016,Medium,High,Avoid peak hours or consider an alternative route.
4058.0,4914.076,Medium,High,Avoid peak hours or consider an alternative route.
4058.0,5019.5947,Medium,High,Avoid peak hours or consider an alternative route.
4689.0,5647.4233,High,High,Avoid peak hours or consider an alternative route.
4689.0,5458.641,High,High,Avoid peak hours or consider an alternative route.
4689.0,5241.3984,High,High,Avoid peak hours or consider an alternative route.
4930.0,5976.4106,High,High,Avoid peak hours or consider an alternative route.
4930.0,6160.562,High,High,Avoid peak hours or consider an alternative route.
4930.0,6191.111,High,High,Avoid peak hours or consider an alternative route.
4207.0,5293.7183,Medium,High,Avoid peak hours or consider an alternative route.
4207.0,5699.0723,Medium,High,Avoid peak hours or consider an alternative route.
2887.0,3880.4148,Medium,Medium,Expect moderate delays and allow extra travel time.
2887.0,4327.605,Medium,Medium,Expect moderate delays and allow extra travel time.
2887.0,4260.879,Medium,Medium,Expect moderate delays and allow extra travel time.
1834.0,2652.4407,Low,Medium,Expect moderate delays and allow extra travel time.
1834.0,3118.5293,Low,Medium,Expect moderate delays and allow extra travel time.
1834.0,2958.1836,Low,Medium,Expect moderate delays and allow extra travel time.
1703.0,2376.3115,Low,Medium,Expect moderate delays and allow extra travel time.
1703.0,2809.562,Low,Medium,Expect moderate delays and allow extra travel time.
1450.0,2622.9377,Low,Medium,Expect moderate delays and allow extra travel time.
1511.0,2025.858,Low,Low,Traffic conditions are favorable.
1511.0,2029.9935,Low,Low,Traffic conditions are favorable.
1511.0,2029.2379,Low,Low,Traffic conditions are favorable.
1271.0,1243.3485,Low,Low,Traffic conditions are favorable.
1271.0,1227.9053,Low,Low,Traffic conditions are favorable.
1271.0,1215.232,Low,Low,Traffic conditions are favorable.
501.0,628.1107,Low,Low,Traffic conditions are favorable.
501.0,674.31085,Low,Low,Traffic conditions are favorable.
501.0,626.80786,Low,Low,Traffic conditions are favorable.
327.0,372.38974,Low,Low,Traffic conditions are favorable.
327.0,375.79913,Low,Low,Traffic conditions are favorable.
259.0,322.19006,Low,Low,Traffic conditions are favorable.
